transaction_id,account_id,merchant_id,amount_usd,transaction_date
TXNCX0UEVISPGJMSW,ACCYEHYYHJH3OMV,MERZJY2MLMCOABX,414.83,2019-01-02 23:04:06
TXN4LOSD39ZJJ6BXN,ACCVZ3TG7MIFR9O,MER91C7T2MHUIAA,7411.06,2019-01-03 00:03:14
TXN8DF8HSKH4C4Z1T,ACCAT10CUOFACRU,MERN4VL97TAUB7V,135.81,2019-01-03 00:36:39
TXNYACWMEUMKWOJQ0,ACC6J6Y4ZLY0R71,MERIBN4GG1S0JGT,4966.37,2019-01-03 01:19:38
TXNUX8EKT5VZ5M2JX,ACCEVRIQWV2KG4N,MERRVZ0Q47VUEFY,5461.7,2019-01-03 02:01:15
TXNAXVWGQ918OSAXH,ACCBO8E91TSH1ON,MERUW2GIMQGLGRZ,3803.37,2019-01-03 02:08:38
TXNGIEK2RQMD4LDT6,ACCQ34TXE056A3H,MERJPKWJPEJXFL4,2391.18,2019-01-03 04:50:44
TXNQZBSS8WASUGX9D,ACCKINJDFNX5IKO,MERBP0AMBEF7ANY,2142.64,2019-01-03 05:30:38
TXNSMJSKIVZJW8AKA,ACCDAM4S8DTPP6Z,MER3WJGYV2TUR4G,6030.05,2019-01-03 07:42:49
TXNRJB1N5827XYNZT,ACCHOTBJ0NVCULU,MER5WYHQOAAWXNM,6376.56,2019-01-03 08:03:10
TXN9OJE9R18J716JN,ACC2CTZJ44P3WBP,MERBH4HV5QMZUUS,7436.36,2019-01-03 08:12:21
TXNHN9H0MXM2Z0X01,ACCY5PV4X6LABVW,MERSD4RTHYIN233,3354.36,2019-01-03 10:56:47
TXN5AADZ3P7HNLTIY,ACCUYX5EE6UONQY,MER5QFB0FLFUY5Y,4621.28,2019-01-03 11:50:11
TXNT87RR8BYXQLORC,ACCI6IKY2YFN130,MERMXVWP717855C,7279.82,2019-01-03 12:35:17
TXN0VH9MTRPN1UIOG,ACC58WIFA5O4U9E,MERLDCOCNCQTEFU,6042.13,2019-01-03 13:56:57
TXNHFP51D80ZCPNY7,ACCU7YV3O4JDPI9,MERV5WBK74UZCXK,5774.88,2019-01-03 17:18:14
TXN1G6UYABJ6KKWYT,ACCXQR60HP2CX6H,MERY2M83MRPK2PQ,6976.51,2019-01-03 21:55:32
TXNUSSVM5THPYEHSJ,ACCYOWXY3HF885R,MERCVY7BKW3H887,1595.42,2019-01-04 01:39:30
TXNWF7CC5QQGT9XY8,ACC126AVQT262XY,MER45WCN4FS29UF,7838.93,2019-01-04 01:50:09
TXNILWSE2HP118UNH,ACCYZEAOMBLC8JS,MERBOFXD1ST4CZ9,9881.88,2019-01-04 02:32:51
TXNUAFZCY04F0XGF9,ACCWF8VBY35BA9K,MERQLZ3MB4QM6BP,1040.52,2019-01-04 03:56:55
TXNMC036YHOXTR2J0,ACCAZUTVXFLAIIV,MERD5S208PXCDVU,7055.98,2019-01-04 03:58:55
TXNL64SUIBP2HCICH,ACCNLHVIZRNHI42,MER7GMBDH9NHDLZ,4344.41,2019-01-04 04:12:29
TXNF42JFLI2KMQ3RN,ACCNGKKF9747B2A,MERPZGBF3BKV12V,4755.31,2019-01-04 04:20:47
TXNOSQVQ7M65PLB0C,ACCYDL7O50JP0QM,MERA9HOBQICN0A7,9428.64,2019-01-04 07:34:48
TXNMISX1DHGYP7SOY,ACCQ6R201PPQVRK,MERXZDFRN7YBS05,2058.85,2019-01-04 07:40:35
TXNON193LL422QTO6,ACCP9AMAFIWXJX7,MERMQZ2DQN71AQV,70.04,2019-01-04 12:17:25
TXNNK6Y99WI6F81KU,ACCU17L9IJ7KLAZ,MERJPKWJPEJXFL4,9428.91,2019-01-04 13:25:40
TXNARURMTZP6N04IS,ACCT0HBH4U0VROF,MER3M2EF21KZTAM,505.1,2019-01-04 14:21:19
TXNTOVXHHXMXJJ3T7,ACCH4SM5VJQQHOZ,MERW4WGUMT1L9KS,9134.36,2019-01-04 15:04:57
TXNWP2FPFH5SHZFRM,ACCNL9WQ0F896WC,MERO7TPYMFB4YG9,9453.26,2019-01-04 16:17:29
TXNUICP6FLP0OYT06,ACCV8QM8RMPOFPK,MERTBJZKHX9N6MY,2969.34,2019-01-04 19:04:59
TXN4QL3FAKSQLG9MY,ACCMMDO2X4WLK9O,MERX03BNVNY65BI,6651.21,2019-01-04 19:29:42
TXN2MPUFXK6RPZ35O,ACC5LLLJYXZ5TF4,MERYXX9ILR5TAMO,2275.85,2019-01-04 19:33:06
TXNY0T0P581ZRFUA1,ACCDU78OAS3IQ9K,MERTBHSUUA37Z69,1027.79,2019-01-04 20:37:17
TXNK4GEEW2GTZLT5E,ACCADRPFNH9G1KZ,MERT6EZI7O9XFV7,4592.75,2019-01-04 22:09:37
TXNFS035277KIDB9Y,ACC9HRXO83ZIQB4,MERCPPSY1MBZKIT,6788.9,2019-01-04 23:07:35
TXN72QK3VPPD7O9V3,ACC5HX0F2WKBW1E,MER7OIVQWZZD62M,3595.18,2019-01-04 23:52:37
TXN6JQ2C19GNL2ZTF,ACC4AGK73WGE1U3,MER2T44SBFZXUEB,4514.82,2019-01-05 00:55:49
TXNR49MB5OIW97SMJ,ACCV4S49POCXT7F,MEREP8PHZAEX84M,1503.76,2019-01-05 02:51:10
TXN9TPRI4MBNWY2Q1,ACC72Z2VDXDK3XL,MER3VMG7QI4WGOV,3106.19,2019-01-05 03:30:18
TXN0XKD4JZTFKFDUM,ACCPAYAHW5RUOBG,MEREBQUSM8LT2RO,6222.21,2019-01-05 04:16:36
TXN3J6PDJBJ0NLKP5,ACCJA2MKZUBRV0K,MERE6N89YUH4PDB,488.42,2019-01-05 08:27:39
TXNFYGDQ6JJ2DK863,ACCELMDXWNM94XO,MERH0LC1XF0TJFG,8811.52,2019-01-05 09:36:00
TXNRHFRIEPTCK780T,ACC8UP6LILJRNDJ,MERNISBKGLTLQYU,2314.16,2019-01-05 09:54:35
TXNT41VTNM4T2M9LB,ACCSL18GZ1ZBSHH,MER49GAYVOCMD48,1104.21,2019-01-05 09:56:20
TXNNZXWKSMDU041DD,ACC9CUZLOXK6Q18,MER9WLW5MNI20JU,4378.53,2019-01-05 10:18:12
TXNPIN0TOOKF119RM,ACCUJSGQ2J6DHXB,MERVCN0Q7WVH2BV,4022.32,2019-01-05 11:12:20
TXN4CC45WDTT67QUN,ACCX3FIJWIE8VEG,MERDUVN133XUSWC,5610.73,2019-01-05 11:42:18
TXNHSBGQ496JTM7V0,ACCI426B4LCB6JT,MER9IN500DON0V4,1312.95,2019-01-05 12:36:22
TXN0J0I1WAWVZO2V2,ACCKKD2YSSFZKNJ,MER14OW1RYWJUXE,6041.61,2019-01-05 14:22:13
TXNBHJPKBCJ93HKUN,ACCFEMESB3H33XO,MER8JQYALMOCP4L,1882.24,2019-01-05 14:52:43
TXN1NZ0INTZRSO0J1,ACCBCI6K8ZZ4AJB,MERFXQEKU22PYMC,889.54,2019-01-05 16:03:05
TXN81L0KBLMQSGC2Y,ACCODFO3Z8JHLGX,MERZ6M2YL1JERHE,4264.33,2019-01-05 18:47:11
TXN7B86O84J5YSYEJ,ACCCJFTURGY0URC,MERNAED2HWHHNO6,3147.65,2019-01-05 19:01:19
TXNQ62H94YTCJQTI7,ACCVKORBX04FA9E,MERUBPP1NA9QVBD,3256.99,2019-01-05 19:36:30
TXN4SN5QW27V6OTAN,ACCUFEU6XJA2YU7,MEROMX0289F7G3R,8533.21,2019-01-05 20:08:18
TXNK3X9T94HMJRTA6,ACCFA0279GQ3POV,MERT0OHKSXA0G48,4836.33,2019-01-05 20:11:58
TXNLC6PF1PLA7WF4L,ACCF6JCH2P0V3VX,MERKM9CZQ89YFFG,4139.62,2019-01-05 21:20:06
TXNABO7U3TNOK413E,ACCITEQEZ7039BX,MERDLNVAJJEV9UP,5502.15,2019-01-05 22:31:03
TXN84BJURAVR8SIDA,ACCQZECTU1YCPV0,MER026D9O3SSCD6,7106.18,2019-01-05 23:34:36
TXN25CTXVF5NKF0JD,ACCI9UU823PGFOH,MERGFGATB8BJ4F7,2055.83,2019-01-06 00:00:41
TXNS9UE69D18MHWVO,ACC40SL72DGB5W1,MERH5YSCAXUGTIQ,8039.86,2019-01-06 03:52:16
TXNER8J6VMWDVRT3Q,ACCBZ0YCVWQ8EK2,MERU8U5305WGGN5,8281.93,2019-01-06 05:33:25
TXNJEJND0HYDFXA8A,ACCICB7BRHKQF8Y,MERDKD3KSZD7HE8,6801.39,2019-01-06 05:55:51
TXNKC0LBHSBT60IP4,ACCUF5AJSDQ5Z5J,MERIH1970OX0BZQ,7090.7,2019-01-06 08:06:34
TXNKNL2S0K3T0QWCM,ACCE0P5VTNV5CC9,MERSPQQI20GZGSL,9486.61,2019-01-06 09:43:53
TXN6RTTIPQOTB4FLR,ACCMWBHX1Y2FDW2,MER24EAWWW2JNFF,5372.64,2019-01-06 12:30:30
TXN1PVQ1BCBJCLNDF,ACCCP37MXMPHN59,MERH429A8FMNDZX,9091.32,2019-01-06 12:41:07
TXN8L1YIGSTAGGNJ5,ACC98DJOEGFCX43,MERMRKYUKUGHYC1,4915.59,2019-01-06 13:32:32
TXNGK310WGQKPQCWQ,ACCK7GLQHGWMOE1,MERU4FS6F3V1G8V,9461.93,2019-01-06 14:20:41
TXNKWHWCSW212FWUE,ACCG7WPNPG42FRP,MERR0HJL8KNR8K4,979.1,2019-01-06 15:07:28
TXNQPFJHPSZ55ONGH,ACC12CFO6OX73TE,MEROG6NS4AYVXFU,1000.58,2019-01-06 16:55:11
TXN8UYGYLOBA28GW1,ACCBRK82E9SHGLM,MER0KFPGZ2V851O,6002.76,2019-01-06 20:48:33
TXN91UTYGTS4LEO39,ACCB5HCVYWU9AQD,MERDZX8ENC12WSQ,35.82,2019-01-06 21:47:39
TXNBGBHFN33VJLS2F,ACCI1EDQ3CZY3S4,MERE7HX5OJO6SEM,5470.15,2019-01-06 22:56:26
TXNK1Y818D75C4B2K,ACCWXBZ6BISSLAK,MER9VJY33I1J4TX,8432.25,2019-01-07 00:37:17
TXNSEYB3SS5YOAJKO,ACCQTGR9IFRFFC6,MER8XGDSR97ND0R,4035.65,2019-01-07 01:57:53
TXNTBPWQQD6WYP736,ACCBHI1G2K0D5ZB,MER5PO1SVJ5JMYV,8226.1,2019-01-07 04:39:08
TXNCJ8987OU82TWHK,ACC91A9MFFSSERB,MERWASGMQ7CW09V,1938.23,2019-01-07 06:07:54
TXNME12ZRSRG4H0F9,ACCN45P31XTEEM9,MER9GRLC71WG8HI,4460.37,2019-01-07 06:15:46
TXNIW6PQ7CKVNVSE1,ACC0YA2TJUDTVKI,MER9IKU8XDB01GI,7519.19,2019-01-07 06:36:21
TXNGO1FQAWWL8I7QP,ACC2LO5YE5GZBCO,MERQ0RIHQFFCITV,297.14,2019-01-07 07:08:32
TXNJ3GJLLTBTMLK07,ACCNXN1QS66HXBP,MERU1MB56OYUWWF,7901.08,2019-01-07 08:02:56
TXNMHVDFI7VYMFJ4V,ACCCX6RX3FNPQHC,MER1CZPNFUTSEI5,5248.28,2019-01-07 10:17:53
TXN8DR11HIKW1OMBX,ACCPMDGSQ6FXKES,MERKRNKC1I5VL52,4023.95,2019-01-07 11:13:07
TXNHFZ4ES8HQCFXPG,ACCEMXRWNPBIC8W,MERSFDAH1YQZS72,8591.73,2019-01-07 12:22:59
TXNBJLEL59QOQGTTO,ACCHXE6G1F8YP8O,MERC2E9C8MHIZNJ,1797.49,2019-01-07 12:38:12
TXNV9P8QXEW54GNV5,ACC3I54SZYKM1ND,MERB2ZK4L87NLEB,2423.7,2019-01-07 12:40:25
TXNTFYTEO8MKWCLE8,ACCULD56U2N05QV,MERQJZ2A1SE0OYD,5472.74,2019-01-07 12:44:47
TXNJ3PRN51EQQBO77,ACCWWTSKWFGT841,MERWRPNOKYU8XSJ,7807.98,2019-01-07 15:28:14
TXNI3GLGBROND0FBW,ACCLR97CNNQM0KJ,MERLAGTQQVGPLCS,9191.04,2019-01-07 16:37:43
TXNTC726ZQB3W8VVG,ACCTSXWV362E7W8,MERO719DTNQ9HR4,1519.06,2019-01-07 17:57:16
TXN0SZTPEKZQ1CEUW,ACCEA6O8WW9T2OH,MER06H56LKPO7XS,7048.97,2019-01-07 20:19:42
TXNR0YJ7O8PYSAM7R,ACC17QV4NYPV9QP,MERUC80Y9MT18X7,6292.29,2019-01-07 20:51:52
TXN838HIZZ12AIQ1A,ACCW3EAB5YNTFBY,MERGKEZU6O226L0,8849.38,2019-01-07 21:43:59
TXNJPLT4DG9EUKLOA,ACCL2ROJQD0B21K,MERDOKOGVZ4CVLJ,8190.41,2019-01-07 22:07:11
TXN3B6MI49OI03JQ6,ACC6K7UMUCRF930,MERRSG57AM8EQWL,8346.59,2019-01-07 23:47:25
TXN8UENMM8EIRMH9F,ACC21X7LYNBQWHD,MERC08TISQB0584,7971.82,2019-01-08 00:02:43
TXN6I2M19PS4V9K7F,ACCO8VWEXCH1KD0,MEREZ7T2JU93TMH,1139.17,2019-01-08 01:19:35
TXNHIDQ4SZ3QHSPGM,ACC03FZY1F7LTGB,MERQUM92LEVSUG7,6275.27,2019-01-08 02:09:15
TXNUB4L5AE38CUSOA,ACC50BF9QGOCEJS,MERIKCWLBZP2R6K,4609.86,2019-01-08 02:57:36
TXN6UOPM3DUDYI1C8,ACCDIEGXP17SOSH,MER5869HQ5TDJDQ,3741.79,2019-01-08 05:22:00
TXNRTKE2IKUEVN10B,ACCGYKV2C38J5YS,MERP2RVGM5628R8,4225.09,2019-01-08 08:03:20
TXNS43CM1C1MYAFL2,ACC6I6FZA1DHEU7,MERY86T0VDBX6KK,5892.79,2019-01-08 08:57:45
TXNOESMC9BPT5MRLC,ACCIFSH55KGCKQA,MERNPRMZFJ3CM8Q,4668.83,2019-01-08 09:09:49
TXNA6YCSHDLIG4W9D,ACCKTVP1B6AGH7N,MERII81YD0L4ZCM,5811.26,2019-01-08 09:24:13
TXNBMS1GV4TLQR3NW,ACCOUII67OOL3AV,MERJKY0GNK0IEOF,1617.0,2019-01-08 10:15:13
TXN71J6YKKTIEMYAQ,ACC6WU9QSP4I3YQ,MERS9P2X3T2SI63,6084.32,2019-01-08 11:01:23
TXNSXY6CWVOKX5DS2,ACC2RLMINXT7JGV,MER7TCIR72JRAAB,1505.2,2019-01-08 12:07:52
TXNEV68KBANEXRE4F,ACC6GWLV1JPJD3E,MERE1HMYWSXHC7C,4298.8,2019-01-08 13:22:31
TXNNU9LWEWA9WDWRQ,ACC2MWK6PZ9N635,MERW5EVK5LHCPOA,2549.16,2019-01-08 14:28:51
TXNUEML60E7ZHP9XU,ACC2WZZ4A8GN9OV,MER9ACQBPZNUKX4,529.52,2019-01-08 14:34:57
TXNFAMTNZHKVX0R9L,ACCKL4NJYQ9XB6M,MER4MCTXP26D0WJ,7031.03,2019-01-08 15:28:35
TXN7O58983KFCJ7C8,ACC7HSZUS3QH2GX,MER1CZPNFUTSEI5,8378.14,2019-01-08 15:37:25
TXNF3JINHKFJRWQQ5,ACCI7XN6ZZPNRI4,MERQ2O8L8KEZTK5,1877.81,2019-01-08 20:04:00
TXNMS90OKUUJW8TE6,ACC934GNLY3WCG9,MERSCR8JY5MSSGJ,8193.43,2019-01-08 21:34:09
TXN24K5HG6DOSNCYI,ACCONXMAL7LHPB3,MER37MBTQ21KQWW,7074.71,2019-01-08 22:42:56
TXNS8WSFIESGVF1MI,ACC7Z1WJILGOF14,MERQF4KMDUZ7ZYU,6168.98,2019-01-09 00:01:29
TXN79TJPY99RTQ1UI,ACCSMFA43FM404T,MER7D2N7P9NXCKA,3659.88,2019-01-09 00:19:14
TXNNVFLSY36WEYWZG,ACC4QNOQDSLJB9J,MERPSAFL4KULHJT,397.97,2019-01-09 02:13:12
TXN2EMXKZMZZT4D3P,ACCCDM8EKYNMMA4,MEROVNR91D216PI,4835.45,2019-01-09 02:45:21
TXNJWFF03P5Y8XDE1,ACCPGNNSLXFK58D,MEROEV6IFGKK7D0,4040.13,2019-01-09 04:17:58
TXNAFRSYMT6B6R45X,ACCLCK64PKGMWXT,MERINQNC6D11YEA,2071.97,2019-01-09 04:29:46
TXN3OLT7XCYEGT722,ACCSXPMTS9X1JGZ,MERTG5ADG1HJE65,8767.81,2019-01-09 08:25:36
TXNE62ZGELSS7SD5W,ACC4LFY7AJWR7FA,MER20M87ZNK1BDE,6150.18,2019-01-09 08:58:07
TXN8KH2SDLNDOPIUH,ACCIG62YBU6KM4E,MERW1UIK5U8HVCA,9335.71,2019-01-09 10:07:13
TXNDLZGAF7NIQL3IT,ACCEGER2CCIVV6D,MER6807N9GYMTN0,9769.28,2019-01-09 14:08:41
TXNIPT9M8TFDTPP8B,ACCNVMZS86U5FDW,MERX6OWURLJCKSM,5783.07,2019-01-09 15:50:21
TXNDFZORXGM0Z24XZ,ACC66JU3ITHWLX4,MERDFSGJXKNB6BL,3430.49,2019-01-09 16:38:24
TXNABLOXAXN5BH52C,ACCA6CAJGHBPFBD,MERDGBV1389T4XP,7135.68,2019-01-09 18:22:56
TXNHTWZOMDD3PSL2N,ACC74DZD04HQ65O,MER2NIXI6F1J3SQ,3734.26,2019-01-09 19:01:39
TXNZWOTT8O1ABWSG5,ACCU0MPOIML2M60,MERFQR0ZZQKHUFZ,4050.61,2019-01-09 19:49:43
TXNDGGC5VRLCALTG8,ACCQ9K4CJU4U3AX,MER0IVHM9JNBQGF,1277.66,2019-01-09 20:00:28
TXN45E50FWZ0I1XP4,ACC0UQ4JFV6I2TL,MERACCX7XWDDY7I,2173.78,2019-01-09 20:27:15
TXN0HT33W1WAOTX8W,ACCV81VR86FRJAZ,MERTXA5VTV3TICV,4529.29,2019-01-09 20:50:39
TXNJFCYUX04OMEXG2,ACC6ERX8H5NR374,MER9ARCDWB8UM2S,1768.19,2019-01-09 22:32:23
TXNAT3J49IVQGS009,ACCFWCB0MT0MYI3,MERTRWK60QXM12W,4521.26,2019-01-10 01:25:24
TXN5G91YO9U80EV10,ACCRELT0PKD4LWC,MERMSLG08C8KC4U,6034.09,2019-01-10 02:26:28
TXNCN2K54PXX1HPJT,ACC3UM8ME6YHE9F,MERFEH9SJJ0PZTO,7261.91,2019-01-10 03:08:17
TXNF4LVH1SB29ZXSF,ACCZM98398E86ZJ,MERWR12GRURZ72H,6365.16,2019-01-10 03:29:34
TXNAY76EC8HLT2W0R,ACCN6ZWTGVH1ER8,MER5R337D1HOVVJ,7505.97,2019-01-10 03:40:16
TXNA5TZOMIAQL8SPX,ACCPT3L3AX3B5QC,MER9YPEK2ST3QY8,2829.0,2019-01-10 05:51:32
TXNTYPOH4CBSUFXHP,ACC27P5TV1XE55Z,MERQI02RQEU72MX,1808.41,2019-01-10 06:02:31
TXNHJQ38OFDES6IGX,ACC7PRQ72EQTWHY,MERIWU7MVI9QTMJ,1143.78,2019-01-10 10:26:38
TXN6CQ12A80KATPGB,ACC60W4SHV564P1,MERLRCIR11OFE49,8915.81,2019-01-10 12:33:45
TXN5RUKONPTAP9D06,ACCALM5DLXKJ02K,MERO8182ZWC3X7T,3720.7,2019-01-10 13:35:41
TXNJW5E6NJDO3TBP9,ACCVCOGMEK3EGC3,MERIDTEPVRGTF19,9870.94,2019-01-10 16:47:54
TXNCJVCAOMA6TX3DV,ACCJUE4DCJOQQF0,MERCC94S5BC9J8T,3586.74,2019-01-10 17:22:16
TXN5RU1CA8LO1P2NS,ACCOXB3OUNNNJK6,MERHMCZ4ZG4EUE4,6230.98,2019-01-10 18:02:00
TXNG7S3J82GBKCCHD,ACCTB2Q9DOL5C2T,MERWFNCGI65CSIZ,3392.37,2019-01-10 19:03:10
TXN5U68KPMABOAO61,ACCOIDAA2A9FKUM,MERSLHF1H5XTABC,7870.07,2019-01-10 22:10:25
TXNWHTTKFKQGME80R,ACCWHYLL1DU5QRT,MERUW7U3ELPZDXN,8957.16,2019-01-10 23:08:45
TXNI6AZI8N0ZS6QZM,ACCBJEBRM51GEFB,MERTKLPXX1ALQVG,2471.01,2019-01-11 00:32:27
TXNSAR0GMM4P0PH22,ACCFSA6N6WS314D,MEREXCOT3ADQBBD,7017.22,2019-01-11 01:40:21
TXN7KBH8JRQ74NKPF,ACCCTTCE1ZBSTSA,MERXH3OUHAIATZ5,5187.27,2019-01-11 03:07:53
TXNHM9ER6KE9M2UKO,ACCW542G1ZYD13A,MEREOMI3F4NQXC2,3228.9,2019-01-11 03:18:00
TXN8TFM8JWT1G61LL,ACCKRQFU0A3GR2B,MERCWI8IX20F84S,9674.5,2019-01-11 03:38:54
TXN22DHBHEM98B310,ACCZHHY2PQWDUJO,MERQ00U2NHWBT7B,1534.07,2019-01-11 04:13:17
TXNSG8HNAIFDLGQDZ,ACCDCX6NRM120AC,MERXREL8YSYTACV,2673.1,2019-01-11 06:15:04
TXN6Q0M8E55G5WCZ2,ACC3QM327HHUCCC,MERUGP3BPB5JZU0,6244.47,2019-01-11 07:01:39
TXNCMWV4GV15AEFD2,ACCICLC904OU0LO,MER0YX8C1XP5RH0,6795.85,2019-01-11 07:51:33
TXNMF0XPRBOSI88J1,ACCZ5FXOZVT4951,MER2XC41M5D2V2D,2786.9,2019-01-11 08:32:08
TXN7OST92A6VB3FDM,ACC58J5AENLT3JU,MERMWJMBC06KCEU,1533.81,2019-01-11 08:47:10
TXNIKY5EJT5OG1HJZ,ACCA3FG5L05PV9W,MERAOR3N84JH7ZN,2544.33,2019-01-11 08:49:34
TXN89TEA4NROCB84N,ACCOU80P0X2PP5M,MER0KVL75OQUK8N,8916.51,2019-01-11 09:53:24
TXNI9BH5HE6D4OE5E,ACC98M685F2B98L,MERPKJNEMGJKU44,6067.1,2019-01-11 12:05:58
